Unnamed: 0,id,scene,subject,script,intention
680,QMTF2,Basement (A room below the ground floor),UTMU,A person in the basement is lying down on the ground with a blanket over them. They get up and begin throwing the blanket towards the door.,throwing
681,V3CWF,Living room,DXDI,A person is seen putting a book on a shelf. They then begin laughing at a picture.,laughing
682,S9SRM,Bedroom,2Q9D,A person walks into the bedroom carrying their coffee and sits down in a chair. The person kicks out there feet and starts drinking their coffee.,drinking
683,B2GXG,Bedroom,ID9V,"A person who is lying down awakens, they get a towel from their wardrobe and begin snuggling it.",snuggling
684,9K4HS,Home Office / Study (A room in a house used for work),KFGP,"Smiling, one person puts down a cup of coffee and starts tidying homework in the office.",tidying
685,LZTH6,Living room,WG9D,A person is seen sitting on a couch looking at their phone. They begin playing a game and take a bite out of a sandwich.,playing
687,PP5KJ,Laundry room,YA10,"A person in their laundry room takes a vacuum from a box. The person starts laughing, then leaves the room.",laughing
688,SXFG6,Dining room,KFGP,"A person is holding a pillow and laughing. Taking the broom, the person begins running out of the room.",running
690,9WLBQ,Kitchen,XXN8,A person is standing over the sink. A person begins putting groceries in the refrigerator.,putting
691,TW3RS,Garage,1TZV,"One person grasps a book and a mirror, then starts laughing into the mirror.",laughing
692,VMRAV,Garage,1OHU,A person enters a garage and turns on the light.  The person grabs a damp towel from a table and begins washing their car with it.  After a few seconds of washing the car the person throws the towel back onto the table and exits the garage.,washing
693,MJ1T7,Stairs,ZAWX,A person is seen watching the doorway waiting for someone. They then begin running towards the doorway while carrying groceries.,running
694,XIUQJ,Home Office / Study (A room in a house used for work),KFGP,A person in a study is drinking a glass of water and puts it on the desk. They take off their shoes and begin washing them.,washing
695,52MV9,Living room,P6LJ,"Person walks through doorway into dining room, holding a sandwich. Person takes a bite of the sandwich and begins tidying up dining room table.",tidying
696,HL4V4,Other,9PLL,A person is seen washing their desk with a towel. The person then begins working on their desk while holding a pillow.,working
697,NMC5N,Hallway,ZAWX,A person is talking on the phone while holding a cup of coffee. The person puts the cup of coffee down and starts running down the hallway back to their room.,running
698,J4VCR,Living room,4OHY,Person is opening box of cookies then starts eating them while watching television.,eating
699,FOA8D,Stairs,HJJ4,"A person is standing on the stairs, holding a pair of shoes. The person sets the shoes down on a chair and begins playing with their phone.",playing
700,NDLY5,Bedroom,ZAWX,"A person lays in bed, snuggling a pillow close to their chest. They get out of bed and walk over to a mirror and begin undressing out of their pajamas.",undressing
701,E2EHR,Laundry room,0KZ7,"A person takes a bite from their sandwich, then places it on the table and begins putting laundry into the washing machine.",putting
703,VQP1L,Kitchen,HR43,"A person is standing with a broom in their hand, looking confused. They begin playing with a blanket, and throw it up into the air.",playing
704,75HNO,Living room,9Y7F,One person who is tidying the area takes a pair of shoes and starts sneezing. Another person is working on homework.,sneezing
705,HGLHS,Entryway (A hall that is generally located at the entrance of a house),D0RU,"A person runs into the kitchen through the doorway, holding a pair of shoes. The person begins laughing.",laughing
707,80ADD,Living room,QB52,A person is watching television by a table.  They begin laughing and eating something.,laughing
708,2U0GH,Kitchen,9PLL,"A person in their kitchen is undressing by taking their jacket off. They begin washing some dishes in their sink, while pouring some coffee out that they find in a glass nearby.",washing
709,A7BUX,Dining room,T7C3,A person is sitting and eating a sandwich. Then the person stands up with their coffee and starts tidying.,tidying
710,BW5MF,Home Office / Study (A room in a house used for work),9OK1,A person stands in the room and turns on a light.  Then the person starts running around a chair in circles.,running
711,54CFS,Bedroom,C7O9,A person smiles into the mirror on the cabinet. Another person holding a sandwich starts laughing.,laughing
712,WN7T3,Kitchen,UD06,"Person is leaving box on table, then looks out the window and starts sneezing.",sneezing
714,2ZFNL,Bedroom,2S0T,"A person is lying on the bed. Then, sitting up, the person begins removing their shoes and undressing.",removing
715,3MLVF,Kitchen,HR43,"A person is cooking food on the stove. The person walks to the refrigerator and selects a beverage, then begins drinking it.",drinking
717,GYRQH,Bedroom,9Y7F,"One person smiles at a mirror and starts undressing, then another person in the doorway throws a pillow at the first person.",undressing
718,65RS3,Living room,3H6W,"A person is standing on their bed, then the person starts pouring water on a broom.",pouring
719,PHIRP,Living room,ZSRZ,A person is holding groceries in the pantry.  The person then starts walking out of the pantry towards a vacuum.,walking
720,WT3IG,Bathroom,1OHU,"A person is holding a camera, then the person starts working with a vacuum cleaning the floor.",working
721,7JSAI,Living room,KQI6,A person walks in grasping a bag of groceries. Another person standing near by starts smiling.,smiling
722,1SVJS,Kitchen,QRES,"A person is sitting, eating a sandwich, and using a laptop and then starts sneezing.",sneezing
723,0XP8L,Kitchen,L4ZP,"A person is putting food into a pan and cooking it. Smiling, the person walks over to where their laptop is playing a movie. The person begins sitting to watch the movie as their food cooks.",sitting
726,FRLW2,Kitchen,9Y7F,A person is tidying up near the doorway. Then the person begins throwing shoes through the doorway into the hall.,throwing
727,C4HHB,Laundry room,EE32,Person is standing by chair with box on it drinking water then starts sneezing.,sneezing
728,W1SRN,Hallway,DXDI,"A person turns on a light in the hallway, then opens the cabinet and throws a blanket on the floor. The person then begins snuggling the blanket.",snuggling
729,N4Q0O,Basement (A room below the ground floor),QB52,A person awakens from under a blanket.  Then starts washing a chair.,washing
730,5C6IS,Laundry room,DXDI,A person is seen closing a bag. They take clothes from the bag and begin leaving the room.,leaving
731,G5G8K,Bedroom,YMXV,A person is seen sneezing as they put a pillow away. They pull out a book and begin smiling.,smiling
732,THW67,Home Office / Study (A room in a house used for work),YA10,"A person is smiling while taking off their shoes. The person begins eating, then notices a towel on the floor. The person picks up the towel and throws it out of the room.",eating
733,WZN0I,Bedroom,YMXV,A person throws a pillow through the doorway and begins playing with their phone.,playing
734,4AQZ2,Kitchen,JVLO,"One person puts groceries in a small refrigerator, then starts drinking and leaves, smiling at the reflection in the mirror on the way out.",drinking
735,Q34XB,Stairs,DXDI,A person undresses in front of a mirror. The person takes some clothes from a nearby table and begins dressing.,dressing
736,WN2N7,Bedroom,HR43,A person is lying down on their bed in their bedroom. They begin taking out their phone and placing it on the desk in the room.,taking
737,LK2XX,Recreation room / Man cave,4I2W,Standing by the television the person begins smiling while holding a picture.,smiling
738,CN108,Living room,BYF9,"A person lying on the floor suddenly sneezes. They throw the blanket they've been wearing on top of themselves off, and stand up.  Working their way to a shelf, they grab a beverage, and begin drinking from it. Thirst quenched, they return to lying on the floor, wrapped in their blanket once again.",drinking
739,GANC6,Dining room,KFGP,"A person grasps a box off the dining room chair, and puts it on the table.  They begin sweeping with the broom and start sneezing from the dust.",sweeping
740,TLSUX,Laundry room,C7O9,Person is running though doorway then starts grasping a towel and starts sneezing into a towel.,grasping
743,UZIER,Bedroom,SR1C,"A person sets a box down onto a table. The person removes something from the box and begins playing with it, smiling.",playing
744,OFGBC,Hallway,YA10,One person with a bag over the shoulder is laughing into the phone with one hand on the doorknob as another person starts sneezing.,sneezing
745,F796T,Bathroom,YMXV,A person walks into a bathroom and closes the door.  The person then watches a video on their phone while using the bathroom. The person reaches over and takes a tissue from a box. The person then starts playing a video game on their phone.,playing
747,3C9L1,Bedroom,4OHY,A person is sitting on a blanket holding a laptop.  The person opens the laptop and begins playing a game on it.  The person gets up and puts the laptop on the table.,playing
748,0A8ZT,Bedroom,2Q9D,"A person is drinking medicine in their cabinet, then they begin playing on their phone.",playing
749,CJJ4Q,Living room,2RTW,A person laughs as they walk into the dining room. The person picks up some food and takes a bite as they begin watching television.,watching television
751,QVYE2,Bedroom,YMXV,"One person wrapped in a towel starts dressing, standing in front of a mirror, when another person runs in and watches.",dressing
752,7NLXI,Hallway,ENC8,"One person snuggles a pillow in the doorway, then starts sneezing.",sneezing
753,PBV4T,Bedroom,WG9D,A person is throwing a broom to the floor.  The person then starts playing with a bag.,playing
754,1JGRO,Stairs,BPRF,A person runs up the stairs but pauses in front of the window. The person begins watching something outside as they eat a sandwich.,watching
755,ZHPZ1,Bedroom,XXN8,"A person is sitting on the edge of the bed. The person is wrapped in a towel, which the person begins taking off.",taking
756,V2I7S,Living room,KQI6,"A person is standing as the person talks on their phone. The person begins watching a person as the person enters and walks to the desk, where the person puts down a pile of clothes.",watching
757,Y5ZU3,Living room,JVLO,A person is sitting on the floor working on their homework.  The person stands up and grasps a broom from the corner and begins sweeping the floor.,sweeping
758,97HAH,Kitchen,6NQX,"A person has a bag of groceries and places the bag on the table. The person starts putting things away, opening the refrigerator, and cabinet. Done, then gets a glass of water and is drinking in front of the stove.",putting
759,J4TLX,Living room,D0RU,A person is seen lying their head down on their desk next to a sandwich. They begin laughing and walk out the door.,laughing
760,I8I5F,Closet / Walk-in closet / Spear closet,A8P9,A person begins tidying a cabinet and then starts to laugh happily while holding a pillow.,tidying
761,0F453,Kitchen,DXDI,"Person is opening refrigerator and grabs some food, then starts laughing because they find homework in there.",laughing
762,JIGAJ,Bedroom,BYF9,"A person is looking in the mirror on above the dresser in their bedroom. The person begins tidying up the dresser before turning off the light, leaving the room, and closing the door.",tidying
763,Y5NDR,Kitchen,PO5L,A person walks into the kitchen and turns on the light. The begin running around undressing and then pick up a broom.,running
764,8PXPO,Kitchen,T7C3,Person opens cabinet and gets vacuum cleaner and starts tidying up kitchen.,tidying
765,3QY79,Bathroom,P6LJ,"A person spills some coffee on their shirt, so they begin undressing. They take some new clothes from a cabinet, then begin dressing again.",undressing
766,68YR6,Living room,2RTW,A person is watching a football game playing on the television. Another person comes through the door and starts washing the window.,washing
767,G8YWY,Kitchen,HR43,"Person is running to put food on stove, then grabs bottle of water and starts drinking it.",drinking
768,Y6BVF,Home Office / Study (A room in a house used for work),Q4IF,A person stands in their study drinking a cup of coffee. The person sits down and begins working on homework.,working
769,RXBUJ,Dining room,UTMU,"A person is grasping a broom in the dining room.  Then, the person starts closing a window.",closing
770,M3EAQ,Basement (A room below the ground floor),HJJ4,A person is working on a laptop in the basement. The person begins laughing and grasping a pillow from the floor.,laughing
772,PSCWP,Kitchen,9PLL,"A person is undressing in the kitchen by taking their clothes off. They begin tidying up the room, by removing some food that is found on the country and placing a sandwich into the trash can.",tidying
773,MV9N4,Kitchen,RPBD,A person is cooking on a stove then starts drinking juice from out of the refrigerator.,drinking
774,XTC0F,Pantry,4OHY,"the person opens the pantry door and begins tidying the new groceries, throwing old food away",tidying
775,JNQOB,Garage,4I61,"A person is working on their laptop, then the person starts laughing and grabs a vacuum.",laughing
776,M2XIS,Living room,UO0Z,"A person puts their laptop down on a desk. The person sits in the chair, and begins working.",working
777,857S9,Dining room,0KZ7,"A person is laughing in a Dining room.  The person stops, and consumes a sandwich and some coffee and begins smiling.",smiling
778,CHQ41,Bathroom,T7C3,"A person in the bathroom is sitting down on the ground, holding a camera and some clothes. They begin drinking from a glass of water.",drinking
779,JHU46,Garage,DXDI,A person is seen holding some groceries. They begin taking food out of the grocery bag and then leave.,taking
780,IGH70,Stairs,0KZ7,"A person is throwing their homework on the ground, then the person starts playing with a pillow.",playing
781,V47ZW,Living room,4OHY,A person is holding a vacuum in their recreation room while undressing. The person begins tidying up while watching television.,tidying
782,MVO1W,Bathroom,H8N1,"Person is standing by mirror next to sink, then starts putting bag in sink.",putting
784,H5DQ6,Living room,YMXV,One person washing the window smiles when another person starts sneezing after drinking some medicine.,sneezing
785,T1NS2,Closet / Walk-in closet / Spear closet,HR43,A smiling person wrapped in a blanket is doing homework in a hallway and starts sneezing.,sneezing
787,EQ4GN,Living room,D0RU,A person in a living room is taking medicine and drinks water from a glass afterwards. The person then begins tidying the living room.,tidying
788,VTIUW,Home Office / Study (A room in a house used for work),L4ZP,"A person is sitting alone at a desk. Suddenly their phones rings, they answer it and begin pouring coffee on their head.",pouring
789,AIT3V,Garage,0RNU,A person is lying down next to a chair.  Then the person begins leaving after picking up a box.,leaving
790,6WZ1K,Bedroom,ZAWX,"A person is sitting in a chair and working on their laptop. The phone rings and the person stands up and begins walking to answer it, pausing to move a pile of clothes out of their way.",walking
791,AXIW1,Home Office / Study (A room in a house used for work),D0RU,A person is working in a home office and making notes in a book. The person takes off the person's shoes and starts drinking some wine.,drinking
792,E6P07,Stairs,JVLO,A person at the top of the stairs begins opening a book. They take a look at the vacuum at the bottom of the stairs and begin laughing.,opening
793,BBYHD,Garage,2Q9D,"A person is walking with food in their hand, then they begin laughing and grab a doorknob.",laughing
794,RIV6I,Other,C7O9,"A person is sneezing on a doorknob, then the person begins lying down on a bag.",lying
795,0VQCH,Living room,WG9D,Person is putting polow on laptop then looks in mirror and starts laughing.,laughing
796,ZZ9RN,Kitchen,2RTW,"One person fixes a sandwich by the stove and starts sneezing, then leaves the room.",sneezing
797,NVF2S,Dining room,DXDI,"A person is smiling while on their laptop, then the person starts taking some medicine.",taking
798,6N4BD,Living room,T7C3,"A person wakes up in the middle of a hallway, and realizes they forgot to put away the bag of groceries, which is near them. They open the bag, and begin eating some unhealthy snack food from it.",eating
799,4L6GZ,Dining room,EA2K,A person is in their dining room tidying up. They grasp the window handle and open it. They grasp the broom and begin sweeping.,sweeping
800,BLFEV,Home Office / Study (A room in a house used for work),Z68L,A person is seen working while sitting on a chair. They begin pouring themselves some water and taking medicine.,pouring
801,TW2F4,Living room,QOQ4,A person is putting the phone on a shelf. Then the person begins undressing and wraps himself in a blanket before sitting on the sofa.,undressing
802,OXEMQ,Living room,2RTW,"A person undresses in the entryway. The person opens a wardrobe, pulls out a new set of clothes and a blanket, and begins dressing.",dressing
803,T35WB,Living room,D0RU,A person is sitting on a pillow watching the foor on their plate. They begin laughing at the movement of the food.,laughing
805,7FTZR,Living room,T7C3,"A person is smiling at a picture, then begins grasping a bag.",grasping
806,SHZ84,Kitchen,FNK4,"Person comes through doorway snuggling with blanket, then walks up to sink and starts pouring coffee out of cup.",pouring
807,67EEN,Living room,PO5L,A person is sitting in a chair watching television. They stand up and begin walking toward a box resting on top of a table.,walking
808,1YBKW,Closet / Walk-in closet / Spear closet,XXN8,A person is standing in front of a glass mirror. They turn on the light and begin smiling into the mirror before getting dressed.,smiling
809,3NOML,Bathroom,CO1W,A person walks into a bathroom holding a broom and sneezes. The person then leans the broom against a chair and starts undressing.,undressing
810,6BI70,Home Office / Study (A room in a house used for work),YMXV,"A person grabs a doorknob and opens the door, walking into a closet. They look at themselves in a full length mirror and begin dressing into a work outfit.",dressing
811,UJXLL,Closet / Walk-in closet / Spear closet,PO5L,"A chair is outside the doorway of the closet, a person is standing in the doorway then starts tidying the clothes on the floor throwing them into a basket a few feet away.",tidying
813,U2FA5,Garage,YA10,"A person begins washing their bag, then starts working on a laptop",working
814,9GA3H,Stairs,CCI9,One person is tidying the stairs with a broom as another person drinking from a glass starts sneezing.,sneezing
816,HI81L,Kitchen,T7C3,"Person is sitting on floor wrapped in blanket, then takes medicine out of box and starts laughing.",laughing
817,D8OSC,Bedroom,JBB5,A person is seen taking a broom from a closet. They begin laughing as they accidentally drop their broom on their bed.,laughing
818,RXIAX,Bedroom,DXDI,"Person is walking to box to put groceries in there, then starts closing box and starts sneezing.",closing
820,WM8QQ,Kitchen,2RTW,Person places grocery bag on the table in the dining room.  Person then pulls food from the grocery bag and puts on the table.  Person then sneezes and laughs at how big the sneeze was.  Person sits down and starts eating the food.,eating
821,5NK4L,Bedroom,9Y7F,"A person is tidying up the things in the cabinet. Then, sneezing, the person begins putting clothes into the wardrobe nearby.",putting
823,O8DER,Pantry,ZAWX,A person is seen laughing while talking on the phone. They begin tidying up the counter to put groceries on top of it.,tidying
824,MX0CO,Pantry,DXDI,A person is standing by a vacuum.  They begin drinking water and pick up some dishes.,drinking
825,8PRDP,Kitchen,OUKK,"In the kitchen, a person is watching some video on their phone. They begin lying some dishes down in their sink while drinking some water from a glass.",lying
826,VCV6A,Kitchen,37UI,"One person takes a sandwich and homework from a bag and starts working, then sneezes.",working
827,R5CWJ,Closet / Walk-in closet / Spear closet,BYF9,Two people are laughing and snuggling in front of a mirror. Then one starts dressing and the other works with the vacuum.,dressing
828,TUVM8,Living room,YMXV,A person is holding a laptop as they sit on a sofa. As they watch the screen they begin laughing.,laughing
829,TW6NZ,Kitchen,8718,A person sits down on the sofa and begins undressing.  They then pour themselves a glass of water to go with some food.,undressing
830,EO6OI,Recreation room / Man cave,3H6W,"After running into the room a person is confronted by a mess. The person starts cleaning, washing a rag to wipe down the desk top, using the broom and the vacuum.",cleaning
831,WIOOY,Kitchen,ZAWX,"Person puts bag of groceries on table, then starts running to stove and starts cooking.",running
832,L7HA6,Living room,P6LJ,A person is drinking from a can of soda as the person talks on the phone. The person stands in front of the mirror and begins undressing.,undressing
833,NALYS,Closet / Walk-in closet / Spear closet,X5XO,Person opens box of clothes and starts smiling while leaving closet.,smiling
834,54VBR,Dining room,0KZ7,"A person is in the dining room sitting at the table eating. Another person was lying on a sofa in the background - this person gets up and comes into the dining room, grabs a glass from the table and begins drinking the contents then sits in a chair at the table.",drinking
835,4FS34,Living room,3H6W,"A person is working on a desk, then the person gets up and starts grasping a broom.",grasping
838,8G9A9,Kitchen,3H6W,A person smiles as the put a laptop and phone on the table. Next the person picks up a cup and begins drinking from it.,drinking
839,2QYZA,Kitchen,4I2W,"One person opens a box and fixes something to eat, then puts the food on the table, pours a drink and starts eating.",eating
840,NU09Z,Kitchen,ID9V,A person is sneezing while putting medicine int he pantry then starts walking towards the doorway.,walking
841,DEZJ5,Closet / Walk-in closet / Spear closet,AC0W,Person is opening door to get box of shoes then starts laughing.,laughing
842,Y25DQ,Hallway,YMXV,A person walks up and opens the door. That person looks for a laptop while sneezing. The person keeps finds a vacuum instead and begins smiling.,smiling
843,ZOLVU,Living room,P6LJ,"One person in a chair grasps a glass, pours soda into it, then starts sneezing and leaves the room.",sneezing
844,GM4UP,Basement (A room below the ground floor),H8N1,A person in their basement is watching some video on their phone while sitting on a sofa. They begin sneezing and then pull out some homework to work on.,sneezing
845,G5819,Recreation room / Man cave,QB52,Person is lying on couch watching television and eating bag of chips then starts sneezing.,sneezing
846,2VNXF,Home Office / Study (A room in a house used for work),HR43,A person is sitting at a desk in their office. The person takes their glass of coffee off the table and begins taking a drink. The person puts the dishes back on the table.,taking
847,77KWE,Home Office / Study (A room in a house used for work),YMXV,"A person throws a book onto the pantry shelf, then starts taking off their apron.",taking
849,9D37U,Home Office / Study (A room in a house used for work),BYF9,"A person kneels beneath their desk, using a vacuum to clean up some dirt. They stand up for a quick break and begin playing a short puzzle game on their phone.",playing
850,ORW6Y,Living room,JVLO,One person puts a box on a shelf while another person holding a pillow starts sneezing.,sneezing
851,XO97L,Living room,P6LJ,"A person is snuggling on the sofa. The person stands and walks to the window, where the person begins tidying the curtains.",tidying
853,J99Z8,Kitchen,BYF9,A person is seen watching something on their camera while eating food. They begin smiling as they finish their food.,smiling
854,80E3X,Bedroom,DYEW,A person awakens in bed and stands up. The person turns on the light and begins eating a bag of chips. The person looks at a picture hanging on the wall.,eating
855,UYFET,Bedroom,ZAWX,"A person is standing and dressing in the doorway. Then, turning the light off, the person begins leaving the room.",leaving
856,8E5AD,Kitchen,T7C3,The person is standing by the table holding a vacuum.  They begin eating.,eating
857,Y5VGQ,Kitchen,AH2J,A person sneezes next to the refrigerator in the kitchen and then begins tidying some dishes.,tidying
858,8MY8P,Kitchen,2RTW,"A person takes some food from the shelf of a pantry. The person begins cooking it in a microwave, and takes a drink of coffee while waiting for it to finish.",cooking
860,7Z69Y,Closet / Walk-in closet / Spear closet,3VLX,"A person is tidying up their closet, afterwards they remove a bag from it and sit down on a chair and starts dressing.",dressing
861,IK4Q8,Living room,KQI6,One person on an old sofa opens a box and starts playing with it when another runs in with a broom.,playing
862,QHARF,Kitchen,CCI9,"A person is holding a bag of food, like chips. Another person starts pouring a glass of water while running the faucet.",pouring
863,RZNSM,Bathroom,0KZ7,"A person is drinking a glass of water standing in front of a window in a bathroom. The person then grabs a broom and starts sweeping, running the broom over the bathroom floor.",sweeping
864,MICBC,Pantry,VKG2,"A person lying down reading a book begins drifting off, and starts watching their shoes instead.",watching
865,YVH4J,Bedroom,D0RU,A person is propped up on a pillow watching television in the bedroom. The person then begins laughing for a few seconds in response to the television. Afterwards the person pulls a bag up from the ground and pulls out some papers to read.,laughing
866,CG9ZL,Living room,JVLO,"A person is walking towards the chair. Smiling, the person sits down and begins watching television.",watching
867,69F8P,Hallway,YA10,A person snuggling a pillow begins throwing a bag down the hall.,throwing
868,0N7OQ,Other,5LWB,"The people are playing on the stairs, chasing each other up and down, and throwing a small beanie bag back and forth.  One of the people takes a moment to have a beverage, drinking a large gulp from it.  The other person, sweating from the playing, begins undressing, leaving pieces of their wardrobe all along the stairs.",undressing
869,LZEWE,Bedroom,ZAWX,"One person throws clothes in a box, then starts working with a broom, then sneezes into the mirror.",working
870,PHH6B,Kitchen,HJZQ,A person eating in the kitchen begins pouring a cup of coffee while watching television.,pouring
871,D9EDE,Kitchen,9PLL,A person is holding a bag of groceries and sneezing. Then the person sets the groceries on the table and begins cooking.,cooking
872,BV6VV,Kitchen,R1OT,"A person is grasping a broom. The person begins tidying up the kitchen, then stops and lifts their sandwich from the plate on top of the stove.",tidying
873,WESPT,Entryway (A hall that is generally located at the entrance of a house),OUKK,"A person runs into the entryway. The person opens the window, takes a broom, and begins shooing away some animals outside.",shooing
874,8ECJ1,Bathroom,KFGP,A person takes a huge gulp of coffee while struggling with their homework.  After a minute the person puts the glass down and starts laughing.,laughing
875,8VWV2,Kitchen,EXQX,"A person is seen eating food at a table. They begin putting their dishes away in the sink, taking their time to wash them.",putting
876,J84TZ,Living room,ZSRZ,"A person is awakening on a couch. The person grasps the blanket and begins playing with its corners, then starts to laugh while they get up and walk to the doorway.",playing
877,IEXTB,Hallway,YA10,A person in the hallway is laughing at a picture they are looking at. They begin dressing by putting on a jacket that they took out of a bag.,dressing
878,VE5DN,Kitchen,T7C3,"A person is lying in front of the refrigerator, sleeping. They wake up, put the pillow away in a cabinet, and begin sneezing by the stove.",sneezing
879,ZWVNF,Garage,DXDI,A person is seen opening a bag. They pull out a camera and begin trying to fix it.,trying
880,KOHWO,Hallway,BYF9,A person is seen snuggling up to their laptop. They start taking a sip of coffee and begin closing their laptop.,closing
881,K48CQ,Entryway (A hall that is generally located at the entrance of a house),G6WD,Person is standing in doorway by steps drinking coffee then starts sneezing.,sneezing
882,37SE6,Dining room,XXN8,A person is sitting at the table and drinking soda from a cup as the person works on their homework. Then the person stands and begins pouring more soda from a bottle.,pouring
884,RKGG5,Living room,DXDI,A person playing with a broom in the living room suddenly decides to begin snuggling with a pillow.,snuggling
885,9RVZL,Entryway (A hall that is generally located at the entrance of a house),70CN,"Person is standing looking in mirror, then grabs broom and starts putting in next to wall and starts laughing.",putting
886,87EQI,Stairs,DXDI,"One person stands on the stairs with a cup of coffee, then starts tidying up some food left on the stairs.",tidying
887,QKP9V,Basement (A room below the ground floor),X5XO,"In the basemen, a person is laughing by themselves after they see a chair knocked over. They begin taking the chair towards the door.",taking
888,CIL5L,Home Office / Study (A room in a house used for work),T7C3,A person in standing in front of a mirror starts working on a desk.,working
890,6AHD0,Dining room,6NQX,"A person is in a Dining Room eating food.  The person sneezes, then grabs a broom and begins laughing.",laughing
891,JCUT2,Kitchen,2RTW,A person standing by the dinner table begins putting away the dishes when suddenly she trips over a chair.,putting
892,X8KIS,Laundry room,Q4IF,A person is walking through a door and begins laughing as they drop their homework on the floor.,laughing
893,539EH,Basement (A room below the ground floor),DXDI,"Person puts box with shoes on table, then starts opening box, then takes picture of shoes with camera.",opening
894,X6B0P,Bedroom,2RTW,A person is standing in the hallway undressing. The person goes to the sofa and and starts snuggling with a towel.,snuggling
895,G1NFB,Closet / Walk-in closet / Spear closet,XXN8,A person is sneezing as the person dusts shelves. Then the person begins washing the mirror and the wardrobe.,washing
897,LDFM5,Bathroom,X5XO,Person is walking to bathroom with clothes on starts grasping cabinet knob opens it and gets fresh clothes out.,grasping
899,0UZ0Y,Garage,RJOM,"A person is sneezing into a towel, then the person starts laughing and drinks their coffee.",laughing
900,5LPJL,Living room,KQI6,One person with hair in a towel puts medicine in a cabinet. Another person grasps a pile of homework and starts laughing.,laughing
901,59KH0,Bedroom,D0RU,One person grasps a pair of shoes and starts undressing. Another person smiles while playing games on a laptop.,undressing
902,3GA59,Kitchen,0KZ7,"One person, with a towel tucked at the waist, walks into the room and starts cooking at the stove. Then, this person runs out of the room with their homework.",cooking
904,VSLQT,Bedroom,ZFCJ,A person awakens in bed and immediately begins eating a sandwich from the nightstand. The person puts the sandwich down onto a dish.,eating
905,GAO6V,Kitchen,C7O9,A person awakens in their kitchen holding a bottle of medicine. They begin cooking on the stove.,cooking
906,Z1VB4,Kitchen,3H6W,"A person putting food away into their refrigerator in their kitchen tidies up the food already in it.  They put some boxes of prepared food near their stove, and start pouring water into a pot to begin cooking.",cooking
907,0M1PW,Kitchen,BYF9,A person is cooking over the stove. The person begins laughing as the person assembles a hot sandwich.,laughing
909,J4RPL,Dining room,HJJ4,"One person opens a box to get out homework, works for a while, then closes the box and starts playing with a big towel.",playing
910,5VDT6,Bedroom,P6LJ,"A person is tidying up as the person sips their coffee. Then, sneezing, the person begins throwing clothing off the bed and onto the floor.",throwing
911,VA7IT,Bedroom,1OHU,"One person snuggles a pillow in the doorway, then throws the pillow down and starts tidying up stray dishes.",tidying
912,8JMY5,Kitchen,BYF9,A person is taking a sandwich off the stove.  They then begin sneezing.,sneezing
913,KJK56,Living room,8IOD,A person is drinking a pop and taking their shoes off.  The person goes to the doorknob and starts laughing while talking on the phone.,laughing
914,73XDD,Living room,UTMU,A person is in their living room doorway holding a towel. They begin undressing before sitting on the couch.,undressing
915,PROQY,Entryway (A hall that is generally located at the entrance of a house),0KZ7,One person runs into the entryway with a towel and starts tidying up a mirror hanging there.,tidying
916,IQIBE,Hallway,I2IV,"A person sits at the window, smiling. The person turns their attention to the mirror, and they begin laughing.",laughing
917,I7HPL,Kitchen,2RTW,"A person sits at the table, takes food from a bowl and begins eating it.",eating
918,XKH7W,Garage,UTMU,A person in the garage is laughing at a memory they just remembered. They start drinking from a glass of water while eating some food. Then they begin sneezing.,sneezing
919,VNYVI,Kitchen,HR43,A person is washing the refrigerator door then begins cooking food at the stove.,cooking
920,WM336,Dining room,3H6W,"One person grasps some homework from a bag on a table, then closes the bag and starts tidying up the table while smiling and laughing.",tidying
921,ATI0Z,Basement (A room below the ground floor),LTAC,A person is sitting in a dark basement. The person stands up and turns on a light. The person picks up a broom and begins tidying the basement floor with it.,tidying
922,V9JJL,Bathroom,WG9D,A person walks into the bathroom putting away items in the cabinet. After they are done the person picks up a broom and begins sneezing.,sneezing
923,V4BBC,Closet / Walk-in closet / Spear closet,ZSRZ,Person is working on laptop in closet then grabs pillow from shelf and starts snuggling with it.,snuggling
924,55AH5,Recreation room / Man cave,R1OT,Person opens the door and begins walking towards the sofa.  Person then sits down and consumes a small amount of food then falls asleep.,walking
925,2F7AQ,Kitchen,HR43,A person is playing on a laptop then begins cooking at the stove.,cooking
926,JOUM7,Living room,UTZR,A person in the living room is working on something on their phone. They begin eating some food from a bag that they found on the sofa.,eating
927,JP7V4,Garage,HJJ4,"A person is washing a glass. Smiling, they pull out a vacuum, and then begin washing it as well.",washing
928,REH2U,Bedroom,G6WD,"One person awakens in bed, grasps the pillow and plays with it, then sneezes and starts laughing.",laughing
931,B8IYJ,Kitchen,ZSRZ,A person is cooking something on the stove.  They kick off their shoes and then begin eating.,eating
932,MPBRL,Kitchen,2RTW,"The person is sitting by themselves in the dinning room. They are digging into their food with gusto while watching their phone in their left hand. The person starts laughing at something on his phone. They finally stop laughing and pour themselves a glass of juice but since they are watching their phone, they miss the cup. The person exists the room in a hurry and comes back with a towel to mop up the mess on the table.",laughing
933,AQ69X,Closet / Walk-in closet / Spear closet,25TD,"A person takes some clothes from the wardrobe and begins dressing. The person finishes putting on the clothes, puts on a pair of shoes, and leaves.",dressing
934,119W9,Kitchen,F45S,A person closes the refrigerator door then begins cooking food on the stove.,cooking
